Dataset Name,Domain,Number of Variables at each time point,Number of Time Points,Time interval between points,Primary Source Repository,Link to Data,Detailed Description,Comments,Original Row #,Number of Versions,Reconciler Version,Reconciler Status,Reconciliation Notes,Added by Gemini,Informer,Monash TSER,UTSD,AutoGluon,Darts,TSLib,TSFM-Granite,TSFM-Core,TSFM-Bench,LOTSA,Prophet,NeuralForecast,Merlion,Aeon,DataLoop,NonUCR-UCI,UCR,UEA,MONSTER,Monash-Full,Monash-Common,Monash-small,M1,M2,M3,M4,M5,M6,TSB-UAD MOMENT,TSB-UAD Full,Hackernoon,Monash Moment,Kaggle TS,FastML,Time-LLM,AutoTimes,ST-LLM,LLM-Time,LLM-Mixer,LLM-prompt,LLM-PS,One Fits All,Lag-Llama,Chronos-Pre,Chronos-Eval1,Chronos-Eval2,ChronosBolt-Pre,ChronosBolt-Eval1,ChronosBolt-Eval2,ChronosX-Eval2,ChronosX-Synth,ChronosX-Pre,ChronosX-Eval1,TS-RAGZSEval,TS-RAGPreT,Tempo,TimeBench,InstructTime,LPTM-Pre,LPTM-Eval,TS2Vec-Bench,TS2Vec-PreT,Automixer,TTM-PreT,TTM-Eval,TTM-Bench,TSMamba-ZS,TSMamba-FullShot,TimeGPT,GHPT,TimesNet,TimesFM,Time-MOE,Timer-XL,LightGTS,CiK,NSF HDR,MLCommons-EQ
Wafer,Sensor,1,152,Not specified,"timeseriesclassification.com, cs.ucr.edu",Wafer Description,This dataset contains sensor readings from a semiconductor manufacturing process. The binary classification task is to detect a specific type of fault.,Donated by R. Olszewski. A binary classification problem with 1000 training and 6164 testing instances.,708,6,22,Auto-reconciled (1 unique source) on 2025-08-04 19:39:48,,,,,,,Y,,,,,,,,Y,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,
Weather,Meteorology,21,52560 (Most sources agree on approximately this number for a full year of 10-minute intervals.),10 minutes,"Max Planck Institute for Biogeochemistry, Jena, Germany",https://www.bgc-jena.mpg.de/wetter/ (This appears to be the most consistently referenced primary source link.),"This dataset contains 21 meteorological indicators recorded every 10 minutes throughout the year 2020 at the Max Planck Institute for Biogeochemistry's weather station in Jena, Germany.  The indicators likely include temperature, pressure, humidity, wind speed and direction, and other relevant measurements.","While some sources suggest slight variations in the number of data points or the time interval, these likely represent inaccuracies in reporting or minor variations in preprocessing.  The core dataset remains consistent across the sources. Some sources state the data covers 4 years, but majority specifies it as 2020, which is what we have adopted in this Golden record. Reconciler added unassigned sources: Time-MOE, AutoTimes, LLM-prompt.",709,19,22,Split into 3 records on 2025-08-04 20:48:29,"Multiple Datasets

The sources reveal three distinct ""Weather"" datasets:

1.  **Max Planck Institute Weather Data (Jena, Germany):** This dataset features 21 meteorological indicators measured every 10 minutes throughout 2020 at the Max Planck Institute for Biogeochemistry in Jena, Germany.

2.  **Australian Bureau of Meteorology (BOM) Weather Data:** This dataset consists of daily time series data for four weather variables (rain, minimum temperature, maximum temperature, and solar radiation) from weather stations across Australia. 

3. **Monash University Weather Data:** This dataset from the Monash Time Series Forecasting Repository is related to Australian weather and includes multiple forms:
    * 3010 daily univariate time series.
    * Multivariate daily time series of four weather variables from Australian weather stations (possibly an aggregated form of the previous one).
    * An additional dataset of daily climate data near Monash University, aggregated from hourly measurements, potentially distinct from the others.

There is also a `WEATHER-5K` dataset referenced from LLM-mixer, which is distinct from the above three.",,X,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,X,,,X,X,X,X,,,,,,,,,,,,X,,X,,,,,,,,,X,,X,X,,X,X,,X,X,X,,,
Weather,Meteorology/Climate,"4 (rain, mintemp, maxtemp, solar radiation)","min 1332, avg 14296, max 65981",1 Day (1D),Australian Bureau of Meteorology (BOM),http://www.bom.gov.au/climate/data/,"Daily time series of four weather variables (rain, mintemp, maxtemp, and solar radiation) measured at weather stations across Australia.",The variations in the number of time points might depend on which stations' data and which time frame are chosen.,709,3,22,Split into 3 records on 2025-08-04 20:48:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
Weather,Nature,"Variable (1 for univariate version, multiple (4) for multivariate version, 8 for Lag-Llama's version)","Variable (3010 series with 1332-65981 data points each, or a total of 1,100,000 data points, or 695 data points)",Daily (1D),Monash Time Series Forecasting Repository,https://huggingface.co/datasets/Monash-University/monash_tsf,"This data likely contains daily weather measurements across different locations in Australia. The exact contents vary by version. It might encompass various forms, including a collection of 3010 univariate time series, each with varying lengths (1332 to 65981 data points) and a multivariate version comprising four weather variables (rain, min/max temperature, solar radiation).  Another version uses daily aggregates of hourly climate data near Monash University from 2010 to 2021.",The exact number of variables and time points appear to be inconsistent or potentially conflated across sources.  This might indicate different aggregation or subset selections from a larger repository.,709,7,22,Split into 3 records on 2025-08-04 20:48:29,,,,,,X,,,,,X,,,,,,,,,,,,X,X,,,,,,,,,,X,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weather_daily,Nature,>1 (Multivariate),1332 - 65981,Daily,Zenodo,Zenodo Record,"Contains 3,010 daily time series representing four weather variables (rain, min/max temp, solar radiation) from weather stations across Australia.",Part of the common TSF-32 subset.,710,3,22,Auto-reconciled (1 unique source) on 2025-08-04 19:41:36,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,
Weatherbench (Daily),Meteorology/Climate,14 (Meteorological Variables),14609,1 Day (1D),GitHub (pangeo-data/WeatherBench),https://github.com/pangeo-data/WeatherBench,"Daily WeatherBench data at a spatial resolution of 5.625°, containing 14 weather-related variables over 40 years (1979-2018). Aggregated from ERA5 hourly data by mean, except for total precipitation (sum).  This dataset serves as a benchmark for data-driven weather forecasting models, enabling the evaluation and comparison of various prediction methods. It includes key variables like temperature, wind components, precipitation, geopotential, and humidity.","While most sources agree on the core details, there's some variation in the links provided, potentially reflecting different download methods or pre-processed versions. ChronosX-Pre emphasizes the use for pre-training the Chronos model, while ChronosBolt-Pre mentions its general use as a benchmark dataset. The 'Number of Time Points' shows minor variations across sources (14609 vs 14610) which likely stem from data processing or leap year considerations.  Contains 225280 time series (ChronosX-Pre).",711,5,22,Reconciled on 2025-08-04 19:41:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,X,,,X,,Y,,,,,,,,,,,,,,,,,,,,,
Weatherbench (Hourly),Meteorology/Climate,14 (Meteorological Variables),350639 (avg),1H,GitHub (pangeo-data/WeatherBench),https://github.com/pangeo-data/WeatherBench,"Hourly re-gridded meteorological data from ERA5, including 14 core variables like temperature, wind components, precipitation, geopotential, and humidity, covering the period 1979-2018 at a 5.625° spatial resolution.","The dataset serves as a benchmark for data-driven weather forecasting and may include additional derived variables in some versions. Minor discrepancies exist regarding the precise number of variables and time points due to processing variations and updates, but these don't change the core data.",712,5,22,Reconciled on 2025-08-04 19:42:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,X,,,X,,Y,,,,,,,,,,,,,,,,,,,,,
Weatherbench (Weekly),Meteorology/Climate,14 (Meteorological Variables),2087,1W,GitHub (pangeo-data/WeatherBench),https://github.com/pangeo-data/WeatherBench,"Weekly aggregated meteorological data from ERA5, spanning 1979-2018, and encompassing 14 variables such as temperature, wind components, precipitation, geopotential, and humidity.  This dataset serves as a benchmark for data-driven weather forecasting, enabling the analysis of longer-term patterns and trends. It is frequently used for pretraining weather forecasting models like Chronos.  The data is available at multiple resolutions, with a common resolution being 1.5 degrees (240x121 grid points). While hourly data from ERA5 is available from 1940 onwards, Weatherbench (Weekly) specifically focuses on the 1979-2018 period.","""ChronosX-Pre"" clarifies the number of variables as 14. ""ChronosBolt-Pre"" mentions a spatial resolution of 5.625°.  Several sources (""Chronos-Pre"", ""TS-RAGPreT"") provide similar descriptions, emphasizing the coarser temporal resolution compared to the hourly Weatherbench dataset.",713,5,22,Reconciled on 2025-08-04 19:43:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,X,,,X,,Y,,,,,,,,,,,,,,,,,,,,,
Web Traffic,Web,Multiple (1 per Wikipedia article),803,Daily,Kaggle Web Traffic Time Series Forecasting,https://zenodo.org/record/4656378,"A large dataset of 145,063 daily time series representing the web traffic for various Wikipedia articles from 2015-07-01 to 2017-09-10. The task is to forecast future traffic.","This dataset is multivariate due to the multiple articles, each representing a separate variable to be forecasted.",714,3,22,Split into 2 records on 2025-08-04 19:44:15,"Multiple Datasets

Reasoning: While all sources mention web traffic data, there are key differences that suggest multiple distinct datasets exist under the same name. 'Monash Moment' specifically references a Kaggle competition dataset focused on Wikipedia article traffic with 145,063 time series and a daily/weekly frequency.  Other sources describe more generic web traffic datasets with varying structures and metrics, such as page views, bounce rates, and conversion rates. The differing numbers of variables, time points, and descriptions point towards separate datasets rather than a single entity.",,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,
Web Traffic,Web,"Multiple (e.g., page views, bounce rate, session duration)","Varies depending on the specific dataset instance.  Many datasets have between 2000-10,000+ data points.","Varies (Daily, Weekly, or other granularities possible)","Varies (Kaggle, other public repositories, or proprietary sources)",Varies,"Datasets capturing various web traffic metrics, including page views, session duration, bounce rate, traffic source, time on page, previous visits, and conversion rate. These datasets are used for analyzing website performance, user behavior, and conversion optimization.","Multiple sources describe similar-sounding but distinct generic web traffic datasets, each with its own variations in structure and metrics.  Some are available on Kaggle or other platforms, while others might be proprietary. | Gemini-identified sources: Web Traffic Dataset - Kaggle, Web Traffic Data: Best Datasets & Databases 2025 - Datarade, Websites Dataset (Traffic and Engagement), Comprehensive Web Traffic Dataset: Analyzing Page Views, Bounce Rates, and Conversion Rates | Spreadsheet Download | Gigasheet, Website Traffic Dataset for Analyzing User Behavior & Conversions - GTS.AI, Website Traffic - Kaggle, Top 10 Web Traffic Data of 2025 Selected out of 4 Solutions - AIMultiple",714,1,22,Split into 2 records on 2025-08-04 19:44:15,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Traffic,Web,"Multiple (e.g., page views, bounce rate, session duration)","Varies depending on the specific dataset instance.  Many datasets have between 2000-10,000+ data points.","Varies (Daily, Weekly, or other granularities possible)","Varies (Kaggle, other public repositories, or proprietary sources)",Varies,"Datasets capturing various web traffic metrics, including page views, session duration, bounce rate, traffic source, time on page, previous visits, and conversion rate. These datasets are used for analyzing website performance, user behavior, and conversion optimization.","Multiple sources describe similar-sounding but distinct generic web traffic datasets, each with its own variations in structure and metrics.  Some are available on Kaggle or other platforms, while others might be proprietary. | Gemini-identified sources: Web Traffic Dataset - Kaggle, Web Traffic Data: Best Datasets & Databases 2025 - Datarade, Websites Dataset (Traffic and Engagement), Comprehensive Web Traffic Dataset: Analyzing Page Views, Bounce Rates, and Conversion Rates | Spreadsheet Download | Gigasheet, Website Traffic Dataset for Analyzing User Behavior & Conversions - GTS.AI, Website Traffic - Kaggle, Top 10 Web Traffic Data of 2025 Selected out of 4 Solutions - AIMultiple",714,1,22,Split into 2 records on 2025-08-04 19:44:15,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhaleSounds,Audio,1,2500,4 ms (1/250 Hz),"WATKINS Marine Mammal Sound Database, WHOI 7",monster-monash/WhaleSounds,"This dataset is composed of underwater acoustic recordings from the waters around Antarctica. The audio clips have been manually annotated and segmented. The task is to classify each clip into one of eight categories: calls from seven different types of whales (e.g., Humpback, Fin, Blue) or an eighth ""unidentified"" category. The data is sampled at 250 Hz.5","This dataset presents a multi-class classification problem in a real-world, noisy acoustic environment. The lower sampling rate (250 Hz) compared to other audio datasets focuses the problem on lower-frequency sounds. The challenge lies in differentiating between the vocalizations of multiple whale species, which can have overlapping frequency ranges and characteristics.",715,1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wiki Daily (100k),Web Traffic/Information Access,1 (univariate time series),2741,1 Day (1D),Wikimedia dumps (Pageview complete),#ERROR!,"Daily page views on the top-100k English Wikipedia articles between 2007 and 2022, ranked by number of observations (non-missing).","Data available in bzip files with hourly data embedded. This dataset reflects broad public interest and information consumption patterns on a daily basis, drawing from comprehensive Wikimedia pageview data.",716,5,22,Split into 2 records on 2025-08-04 19:45:03,"Multiple Datasets. While several sources describe a dataset of daily page views for the top 100,000 English Wikipedia articles from 2007-2022, 'ChronosX-Pre' describes a different dataset.  The 'ChronosX-Pre' source mentions ""multiple variables"" and ""covariates,"" which directly conflicts with other source descriptions of a univariate time series with only page view counts.  Additionally, this source refers to a Hugging Face repository, while the other sources link to Wikimedia dumps. Based on these discrepancies, two distinct datasets are identified.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,X,,,,,,X,,Y,,,,,,,,,,,,,,,,,,,,,
Wiki Daily (100k),Web,Multiple (Page Views + Covariates),2741,Daily,Hugging Face / Wikipedia,Hugging Face,"Daily page view data from Wikipedia, potentially including other features. Contains 100,000 time series. Used for pretraining the base Chronos model.","This dataset likely includes additional features alongside page view counts, which could be valuable for different analyses.",716,1,22,Split into 2 records on 2025-08-04 19:45:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
Wiki-Rolling,Other (Synthetic),1,Varies,Varies,N/A,N/A,"This appears to be a conceptual dataset, likely representing synthetic data generated by applying rolling/moving averages to simple periodic functions (e.g., sine waves).","Included to test the model's fundamental ability to learn and forecast basic trends and seasonality, as described in statistical literature on moving averages.38",717,3,22,Auto-reconciled (1 unique source) on 2025-08-04 19:45:41,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,
